principio_activo_buscado,categoria,producto_nombre_real,marca,farmacias_disponible,n_farmacias,precio_min,precio_max,url_ejemplo
Acido acetilsalicilico,analgesico_antiinflamatorio,Analgésico y antiinflamatorio acido acetilsalicilico 100mg tableta x 100,Acido Acetilsalicilico,cruzazul|pharmacys,2,16.0,16.0,https://www.pharmacys.com.ec/analgesico-y-antiinflamatorio-acido-acetilsalicilico-100mg-tableta-x-100/p
Acido acetilsalicilico,analgesico_antiinflamatorio,Aspirina 100 mg Caja con 100 Tabletas,ASPIRINA,medicity,1,0.17,0.17,https://www.farmaciasmedicity.com/aspirina-100-mg-caja-con-100-tabletas/p
Acido acetilsalicilico,analgesico_antiinflamatorio,Cardio-Aspirina Tabletas Recubiertas 100 mg Caja Con 30 Unidades,CARDIO-ASPIRINA,medicity,1,0.23,0.23,https://www.farmaciasmedicity.com/cardio-aspirina-tabletas-recubiertas-100-mg-caja-con-30-unidades/p
Acido acetilsalicilico,analgesico_antiinflamatorio,Cardionil 81mg alianza quimica ariston comprimido recubierto,Cardionil,cruzazul|pharmacys,2,8.28,8.28,https://www.pharmacys.com.ec/cardionil-81mg-alianza-quimica-ariston-comprimido-recubierto/p
Acido acetilsalicilico,analgesico_antiinflamatorio,Eclamp Tableta Recubierta 150 mg Caja 30 Unidades,ECLAMP,medicity,1,0.37,0.37,https://www.farmaciasmedicity.com/eclamp-tableta-recubierta-150-mg-caja-30-unidades-1/p
Celecoxib,analgesico_antiinflamatorio,Celebrex Cápsulas 200 mg Caja 30 Unidades,CELEBREX,medicity,1,1.63,1.63,https://www.farmaciasmedicity.com/celebrex-capsulas-200-mg-caja-con-30-unidades/p
Celecoxib,analgesico_antiinflamatorio,Celebrex Cápsulas 200 mg Caja Con 10 Unidades,CELEBREX,medicity,1,1.63,1.63,https://www.farmaciasmedicity.com/celebrex-capsulas-200-mg-caja-con-10-unidades/p
Celecoxib,analgesico_antiinflamatorio,Celecoxib 200mg dyvenpro ecuagen cápsulas,Celecoxib,cruzazul|pharmacys,2,9.0,9.0,https://www.pharmacys.com.ec/celecoxib-200mg-dyvenpro-ecuagen-capsulas/p
Celecoxib,analgesico_antiinflamatorio,Celecoxib 200mg garcos - nifa genericos cápsulas,Celecoxib,cruzazul|pharmacys,2,8.4,8.4,https://www.pharmacys.com.ec/celecoxib-200mg-garcos-nifa-genericos-capsulas/p
Celecoxib,analgesico_antiinflamatorio,Celecoxib 200mg portugal - generico cápsulas,Celecoxib,cruzazul|pharmacys,2,50.0,50.0,https://www.pharmacys.com.ec/celecoxib-200mg-portugal-generico-capsulas/p
Celecoxib,analgesico_antiinflamatorio,Celecoxib 200mg tecnoquimicas - genericos cápsulas,Celecoxib,cruzazul|pharmacys,2,7.4,7.4,https://www.pharmacys.com.ec/bloqueador-hawaiian-tropic-sheer-touch-en-crema-fps-50-120-ml/p
Celecoxib,analgesico_antiinflamatorio,Celecoxib Nifa Cápsulas 200 mg Caja Con 10 Unidades,NIFA,medicity,1,0.77,0.77,https://www.farmaciasmedicity.com/celecoxib-nifa-capsulas-200-mg-caja-con-10-unidades/p
Celecoxib,analgesico_antiinflamatorio,Colcibra 200mg dyvenpro farma comercial 2 cápsulas,Colcibra,cruzazul|pharmacys,2,15.0,15.0,https://www.pharmacys.com.ec/colcibra-200mg-dyvenpro-farma-comercial-2-capsulas/p
Celecoxib,analgesico_antiinflamatorio,Gesix 200mg ecuaquimica - saval cápsulas,Gesix,cruzazul|pharmacys,2,11.5,11.5,https://www.pharmacys.com.ec/gesix-200mg-ecuaquimica-saval-capsulas/p
Dexketoprofeno,analgesico_antiinflamatorio,Merlix 25mg leterago - unipharm tableta,Merlix,cruzazul|pharmacys,2,7.04,8.8,https://www.pharmacys.com.ec/merlix-25mg-leterago-unipharm-tableta/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco Genfar Emulgel 1 Tubo con 50 g,GENFAR,medicity,1,5.52,5.52,https://www.farmaciasmedicity.com/diclofenaco-genfar-emulgel-1-tubo-con-50-g/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco Genfar Tabletas Recubierto 50 mg 30 Unidades,GENFAR,medicity,1,0.13,0.13,https://www.farmaciasmedicity.com/diclofenaco-genfar-tabletas-recubierto-50-mg-30-unidades-1/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco Retard Mk Cápsula 100 mg Caja 20 Unidades,DICLOFENACO RETARD,medicity,1,0.44,0.44,https://www.farmaciasmedicity.com/diclofenaco-retard-mk-capsula-100-mg-caja-20-unidades-1/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco emu-gelx1%x50mg genf,Diclofenaco Sodico,cruzazul|pharmacys,2,4.8,6.0,https://www.pharmacys.com.ec/diclofenaco-emu-gelx1-x50mg-genf/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco gelx1%x20gr ngen,Diclofenaco Sodico,cruzazul|pharmacys,2,2.0,2.0,https://www.pharmacys.com.ec/diclofenaco-sodico-1-portugal-generico-gel-106484/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco gelx1%x50gr mk,Diclofenaco Sodico,cruzazul|pharmacys,2,6.65,8.31,https://www.pharmacys.com.ec/diclofenaco-gelx1-x50gr-mk/p
Diclofenaco,analgesico_antiinflamatorio,Diclofenaco gelx1%x50gr ngen,Diclofenaco Sodico,cruzazul|pharmacys,2,3.5,3.5,https://www.pharmacys.com.ec/diclofenaco-sodico-1-portugal-generico-gel/p
Diclofenaco,analgesico_antiinflamatorio,Dolo-Neurobión Forte con Diclofenaco Tabletas 30 Unidades,DOLO-NEUROBION,medicity,1,0.7,0.7,https://www.farmaciasmedicity.com/dolo-neurobion-forte-tabletas-con-30-unidades/p
Diclofenaco,analgesico_antiinflamatorio,Genfar Diclofenaco Solución Inyectable 75mg/3ml Caja 10 Unidades,GENFAR,medicity,1,0.55,0.55,https://www.farmaciasmedicity.com/genfar-diclofenaco-solucion-inyectable-75mg-3ml-caja-10-unidades-1/p
Diclofenaco,analgesico_antiinflamatorio,Genfar Diclofenaco Tabletas De Liberación Prolongada 100 mg Caja 20 Unidades,GENFAR,medicity,1,0.28,0.28,https://www.farmaciasmedicity.com/genfar-diclofenaco-tabletas-de-liberacion-prolongada-100-mg-caja-20-unidades-1/p
Diclofenaco,analgesico_antiinflamatorio,Voltaren Emulgel Gel Forte Tubo 100g,VOLTAREN,medicity,1,23.92,23.92,https://www.farmaciasmedicity.com/voltaren-emulgel-gel-forte-tubo-100g/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco Santé Cápsulas 100 mg Liberación Prolongada Con 20 Unidades,LA SANTE,medicity,1,0.24,0.24,https://www.farmaciasmedicity.com/diclofenaco-sante-capsulas-100-mg-liberacion-prolongada-con-20-unidades/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 1% kronos genericos gel,Diclofenaco Sodico,cruzazul|pharmacys,2,3.0,3.0,https://www.pharmacys.com.ec/diclofenaco-sodico-1-kronos-genericos-gel/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 100mg dyvenpro ecuagen cápsulas,Diclofenaco Sodico,cruzazul|pharmacys,2,5.2,5.2,https://www.pharmacys.com.ec/diclofenaco-sodico-100mg-dyvenpro-ecuagen-capsulas/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 100mg ecuaquimica - mintlab cápsulas,Diclofenaco Sodico,cruzazul|pharmacys,2,1.63,1.63,https://www.pharmacys.com.ec/diclofenaco-sodico-100mg-ecuaquimica-mintlab-capsulas/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 100mg tecnoquimicas - genericos cápsulas,Diclofenaco Sodico,cruzazul|pharmacys,2,9.6,9.6,https://www.pharmacys.com.ec/diclofenaco-sodico-100mg-tecnoquimicas-genericos-capsulas/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 50mg dyvenpro ecuagen tableta recubierta,Diclofenaco Sodico,cruzazul|pharmacys,2,2.75,2.75,https://www.pharmacys.com.ec/diclofenaco-sodico-50mg-dyvenpro-ecuagen-tableta-recubierta/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 50mg labovida tabletas recubiertas,Diclofenaco Sodico,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/diclofenaco-sodico-50mg-labovida-tabletas-recubiertas/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 75mg dyvenpro ecuagen solución inyectable,Diclofenaco Sodico,cruzazul|pharmacys,2,3.3,3.3,https://www.pharmacys.com.ec/diclofenaco-sodico-75mg-dyvenpro-ecuagen-solucion-inyectable/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 75mg genamerica generico ampollas inyectables,Diclofenaco Sodico,cruzazul|pharmacys,2,5.32,5.32,https://www.pharmacys.com.ec/diclofenaco-sodico-75mg-genamerica-generico-ampollas-inyectables/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 75mg kronos genericos ampolla inyectable,Diclofenaco Sodico,cruzazul|pharmacys,2,5.8,5.8,https://www.pharmacys.com.ec/diclofenaco-sodico-75mg-kronos-genericos-ampolla-inyectable/p
Diclofenaco sodico,analgesico_antiinflamatorio,Diclofenaco sodico 75mg labvitalis ampolla inyectable,Diclofenaco Sodico,cruzazul|pharmacys,2,22.0,22.0,https://www.pharmacys.com.ec/diclofenaco-sodico-75mg-labvitalis-ampolla-inyectable-107587/p
Diclofenaco sodico,analgesico_antiinflamatorio,Dolo-Medox Solución Inyectable (Sol I+ Sol Ii) Caja Con 1 Unidad,DOLO-MEDOX,medicity,1,4.14,4.14,https://www.farmaciasmedicity.com/dolo-medox-solucion-inyectable-sol-i-sol-ii-caja-con-1-unidad/p
Diclofenaco sodico,analgesico_antiinflamatorio,Dolo-Neurobión DC Diclofenaco Sódico Jeringa 3 Unidades,DOLO-NEUROBION,medicity,1,6.41,6.41,https://www.farmaciasmedicity.com/dolo-neurobion-dc-solucion-inyectable-prellena-3-ml-con-3-unidades/p
Diclofenaco sodico,analgesico_antiinflamatorio,Voltaren Sr Tabletas Recubiertas 75 mg Caja Con 10 Unidades,VOLTAREN,medicity,1,0.65,0.65,https://www.farmaciasmedicity.com/voltaren-sr-tabletas-recubiertas-75-mg-caja-con-10-unidades/p
Diclofenaco/Vitaminas B1-B6-B12,analgesico_antiinflamatorio,Dolo-neurobion 1/100mg alianza procter &amp; gamble tabletas recubiertas retard,Dolo-neurobion,cruzazul|pharmacys,2,27.08,27.08,https://www.pharmacys.com.ec/dolo-neurobion-1-100mg-alianza-procter-gamble-tabletas-recubiertas-retard/p
Diclofenaco/Vitaminas B1-B6-B12,analgesico_antiinflamatorio,Dolo-neurobion 50/1mg alianza procter &amp; gamble tableta forte,Dolo-neurobion,cruzazul|pharmacys,2,25.08,25.08,https://www.pharmacys.com.ec/dolo-neurobion-50-1mg-alianza-procter-gamble-tableta-forte/p
Etoricoxib,analgesico_antiinflamatorio,Arcoxia Comprimido Recubierto 90 mg Caja 28 Unidades,ARCOXIA,medicity,1,1.45,1.45,https://www.farmaciasmedicity.com/arcoxia-comprimido-recubierto-caja-con-28-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Arcoxia Comprimidos Recubiertos Caja Con 28 Unidades,ARCOXIA,medicity,1,1.57,1.57,https://www.farmaciasmedicity.com/arcoxia-comprimidos-recubiertos-caja-con-28-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Davintex Comprimidos 10 Unidades,DAVINTEX,medicity,1,1.56,1.56,https://www.farmaciasmedicity.com/davintex-comprimidos-recubiertos-caja-con-10-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Davintex Comprimidos 120 mg 10 Unidades,DAVINTEX,medicity,1,2.48,2.48,https://www.farmaciasmedicity.com/davintex-comprimidos-recubiertos-120-mg-caja-con-10-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Doltrex 60mg dyvenpro farma comercial 1 comprimidos,Doltrex,cruzazul|pharmacys,2,16.6,16.6,https://www.pharmacys.com.ec/doltrex-60mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,analgesico_antiinflamatorio,Doltrex 90mg dyvenpro farma comercial 1 comprimidos,Doltrex,cruzazul|pharmacys,2,17.76,17.76,https://www.pharmacys.com.ec/doltrex-90mg-dyvenpro-farma-comercial-1-comprimidos/p
Etoricoxib,analgesico_antiinflamatorio,Dolux Comprimidos Recubiertos Caja Con 10 Unidades,DOLUX,medicity,1,2.48,2.48,https://www.farmaciasmedicity.com/dolux-comprimidos-recubiertos-caja-con-10-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Etoricox 120mg eurofarma marcas tableta,Etoricox,cruzazul|pharmacys,2,38.08,38.08,https://www.pharmacys.com.ec/etoricox-120mg-eurofarma-marcas-tableta/p
Etoricoxib,analgesico_antiinflamatorio,Etoricox 90mg eurofarma marcas tableta,Etoricox,cruzazul|pharmacys,2,25.34,25.34,https://www.pharmacys.com.ec/etoricox-90mg-eurofarma-marcas-tableta/p
Etoricoxib,analgesico_antiinflamatorio,Etoricoxib 120mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,cruzazul|pharmacys,2,11.4,11.4,https://www.pharmacys.com.ec/etoricoxib-120mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,analgesico_antiinflamatorio,Etoricoxib 60mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,cruzazul|pharmacys,2,14.4,14.4,https://www.pharmacys.com.ec/etoricoxib-60mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,analgesico_antiinflamatorio,Etoricoxib 90mg tecnoquimicas - genericos tabletas cubiertas,Etoricoxib,cruzazul|pharmacys,2,15.2,15.2,https://www.pharmacys.com.ec/etoricoxib-90mg-tecnoquimicas-genericos-tabletas-cubiertas/p
Etoricoxib,analgesico_antiinflamatorio,Etoricoxib Mk Tabletas Recubiertas 120 mg Caja Con 7 Unidades,MK,medicity,1,1.5,1.5,https://www.farmaciasmedicity.com/etoricoxib-mk-tabletas-recubiertas-120-mg-caja-con-7-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Flogocox Comprimidos Recubiertos 120 mg Caja 7 Unidades,FLOGOCOX,medicity,1,2.18,2.18,https://www.farmaciasmedicity.com/flogocox-comprimidos-recubiertos-120-mg-caja-con-7-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Flogocox Comprimidos Recubiertos Caja 14 Unidades,FLOGOCOX,medicity,1,1.37,1.37,https://www.farmaciasmedicity.com/flogocox-comprimidos-recubiertos-caja-con-14-unidades/p
Etoricoxib,analgesico_antiinflamatorio,Xumer 120mg quifatex dist medicamenta comprimidos recubiertos,Xumer,cruzazul|pharmacys,2,19.04,19.04,https://www.pharmacys.com.ec/xumer-120mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,analgesico_antiinflamatorio,Xumer 60mg quifatex dist medicamenta comprimidos recubiertos,Xumer,cruzazul|pharmacys,2,23.94,23.94,https://www.pharmacys.com.ec/xumer-60mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,analgesico_antiinflamatorio,Xumer 90mg quifatex dist medicamenta comprimidos recubiertos,Xumer,cruzazul|pharmacys,2,25.34,25.34,https://www.pharmacys.com.ec/xumer-90mg-quifatex-dist-medicamenta-comprimidos-recubiertos/p
Etoricoxib,analgesico_antiinflamatorio,Xumer Comprimidos Recubiertos 120 mg Caja 7 Unidades,XUMER,medicity,1,2.07,2.07,https://www.farmaciasmedicity.com/xumer-comprimidos-recubiertos-120-mg-caja-con-7-unidades/p
Ibuprofeno,analgesico_antiinflamatorio,Buprex Flex Comprimido Recubierto 4/600mg Caja 10 Unidades,BUPREX,medicity,1,1.55,1.55,https://www.farmaciasmedicity.com/buprex-flex-comprimido-recubierto-4-600mg-caja-con-10-unidades-1/p
Ibuprofeno,analgesico_antiinflamatorio,Dolorgesic Relax Cápsulas Blandas 600mg+4mg Caja 15 Unidades,DOLORGESIC,medicity,1,1.53,1.53,https://www.farmaciasmedicity.com/dolorgesic-relax-capsulas-blandas-600mg-4mg-caja-15-unidades-1/p
Ibuprofeno,analgesico_antiinflamatorio,Femen Cápsulas Blandas 200 mg Caja 10 Unidades,FEMEN,medicity,1,0.35,0.35,https://www.farmaciasmedicity.com/femen-capsulas-blandas-200-mg-caja-con-10-unidades/p
Ibuprofeno,analgesico_antiinflamatorio,Ibufen 4% Suspensión 200mg/5ml Frasco Con 200 ml,IBUFEN,medicity,1,9.05,9.05,https://www.farmaciasmedicity.com/ibufen-4-suspension-200mg-5ml-frasco-con-200-ml/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 200mg genamerica generico comprimidos,Ibuprofeno,cruzazul|pharmacys,2,2.08,2.6,https://www.pharmacys.com.ec/ibuprofeno-200mg-genamerica-generico-comprimidos/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 200mg raserpharm,Ibuprofeno,cruzazul|pharmacys,2,12.0,12.0,https://www.pharmacys.com.ec/raserdol-cap-blax400mgx30/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 200mg/5ml labovida suspensión,Ibuprofeno,cruzazul|pharmacys,2,3.06,3.06,https://www.pharmacys.com.ec/ibuprofeno-200mg-5ml-labovida-suspension/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 400mg fresenius kabi hospitalario,Ibuprofeno,cruzazul|pharmacys,2,69.0,69.0,https://www.pharmacys.com.ec/ibuprofeno-400mg-fresenius-kabi-hospitalario/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 400mg labovida tableta,Ibuprofeno,cruzazul|pharmacys,2,7.0,7.0,https://www.pharmacys.com.ec/ibuprofeno-400mg-labovida-tableta/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 400mg leterago - genfar,Ibuprofeno,cruzazul|pharmacys,2,7.0,7.0,https://www.pharmacys.com.ec/ibuprofeno-400mg-leterago-genfar/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 4mg fresenius kabi hospitalario,Ibuprofeno,cruzazul|pharmacys,2,5.95,5.95,https://www.pharmacys.com.ec/ibuprofeno-4mg-fresenius-kabi-hospitalario/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 600mg braun medical,Ibuprofeno,cruzazul|pharmacys,2,5.81,7.26,https://www.pharmacys.com.ec/ibuprofeno-600mg-braun-medical/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 600mg genamerica generico comprimidos,Ibuprofeno,cruzazul|pharmacys,2,5.4,5.4,https://www.pharmacys.com.ec/ibuprofeno-600mg-genamerica-generico-comprimidos/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno 600mg la sante cápsulas,Ibuprofeno,cruzazul|pharmacys,2,6.0,6.0,https://www.pharmacys.com.ec/ibuprofeno-600mg-la-sante-capsulas/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno Genfar Tabletas Recubiertas 800 mg Con 50 Unidades,GENFAR,medicity,1,0.12,0.12,https://www.farmaciasmedicity.com/ibuprofeno-genfar-tabletas-recubiertas-800-mg-con-50-unidades/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno Genfar Tabletas Recubiertas Con 100 Unidades,GENFAR,medicity,1,0.05,0.05,https://www.farmaciasmedicity.com/ibuprofeno-genfar-tabletas-recubiertas-con-100-unidades/p
Ibuprofeno,analgesico_antiinflamatorio,Ibuprofeno Santé Tabletas Recubiertas 600 mg Caja Con 50 Unidades,LA SANTE,medicity,1,0.11,0.11,https://www.farmaciasmedicity.com/ibuprofeno-sante-tabletas-recubiertas-600-mg-caja-con-50-unidades/p
Ibuprofeno,analgesico_antiinflamatorio,Tenvalin 100mg/5ml Frasco 100 ml,TENVALIN,medicity,1,4.6,4.6,https://www.farmaciasmedicity.com/tenvalin-100mg-5ml-frasco-100-ml/p
Ibuprofeno,analgesico_antiinflamatorio,Tenvalin Flu Forte Frasco 100 ml,TENVALIN,medicity,1,11.25,11.25,https://www.farmaciasmedicity.com/tenvalin-flu-forte-suspension-frasco-100-ml-1/p
Ibuprofeno/Paracetamol,analgesico_antiinflamatorio,Dolocheck Forte Cap-bl x500/200mg x24,Dolocheck,cruzazul|pharmacys,2,10.8,14.4,https://www.pharmacys.com.ec/dolocheck-forte-cap-bl-x500-200mg-x24/p
Ibuprofeno/Paracetamol,analgesico_antiinflamatorio,Paralgen plus tab-rec x 325/200 mg x20,Paralgen,cruzazul|pharmacys,2,4.48,4.48,https://www.pharmacys.com.ec/analgesico-paralgen-200-mg-x-325-mg-tableta-x-20/p
Ibuprofeno/Paracetamol,analgesico_antiinflamatorio,Rufen 400/325mg globalmax s.a. tableta forte,Rufen,cruzazul|pharmacys,2,4.8,4.8,https://www.pharmacys.com.ec/rufen-400-325mg-globalmax-sa-tableta-forte/p
Indometacina,analgesico_antiinflamatorio,Elmetacin Solución Tópica 1% Frasco Con 50 mL,ELMETACIN,medicity,1,11.1,11.1,https://www.farmaciasmedicity.com/elmetacin-solucion-topica-1-frasco-con-50-ml/p
Ketoprofeno,analgesico_antiinflamatorio,Fastum Gel 2.5% Tubo 50 g,FASTUM,medicity,1,11.96,11.96,https://www.farmaciasmedicity.com/fastum-gel-2-5-tubo-50-g/p
Ketorolaco,analgesico_antiinflamatorio,Altrom Advance Cápsulas 10/25 mg Caja 10 Unidades,ALTROM,medicity,1,0.66,0.66,https://www.farmaciasmedicity.com/altrom-advance-capsulas-1025-mg-caja-con-10-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Dolgenal Comprimidos Recubiertos Caja 10 Unidades,DOLGENAL,medicity,1,0.46,0.46,https://www.farmaciasmedicity.com/dolgenal-comprimidos-recubiertos-caja-con-10-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Dolgenal Duo Cápsula Rígida 10/25mg Caja 10 Unidades,DOLGENAL,medicity,1,0.8,0.8,https://www.farmaciasmedicity.com/dolgenal-duo-capasula-rigida-1025-mg-caja-con-10-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Dolgenal Rapid Comprimidos Sublinguales 10 mg Caja Con 10 Unidades,DOLGENAL,medicity,1,0.46,0.46,https://www.farmaciasmedicity.com/dolgenal-rapid-comprimidos-sublinguales-10-mg-caja-con-10-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Dolgenal duo 10/25mg quifatex dist medicamenta cápsulas rigidas de liberación controlada,Dolgenal Duo,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/dolgenal-duo-10-25mg-quifatex-dist-medicamenta-capsulas-rigidas-de-liberacion-controlada/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 10mg dyvenpro ecuagen tabletas recubiertas,Ketorolaco,cruzazul|pharmacys,2,2.0,2.0,https://www.pharmacys.com.ec/ketorolaco-10mg-dyvenpro-ecuagen-tabletas-recubiertas/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 10mg garcos - nifa genericos tableta,Ketorolaco,cruzazul|pharmacys,2,2.0,2.0,https://www.pharmacys.com.ec/ketorolaco-10mg-garcos-nifa-genericos-tableta/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 20mg garcos - nifa genericos tableta,Ketorolaco,cruzazul|pharmacys,2,6.4,8.0,https://www.pharmacys.com.ec/ketorolaco-20mg-garcos-nifa-genericos-tableta/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 30mg la sante tableta,Ketorolaco,cruzazul|pharmacys,2,7.04,7.04,https://www.pharmacys.com.ec/ketorolaco-30mg-la-sante-tableta/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 30mg leterago - genfar solución inyectable,Ketorolaco,cruzazul|pharmacys,2,3.68,3.68,https://www.pharmacys.com.ec/ketorolaco-30mg-leterago-genfar-solucion-inyectable/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco 60mg jaspharm generico solución inyectable,Ketorolaco,cruzazul|pharmacys,2,6.36,6.36,https://www.pharmacys.com.ec/ketorolaco-60mg-jaspharm-generico-solucion-inyectable/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco La Santé Tabletas Sublingual 30 mg Con 4 Unidades,LA SANTE,medicity,1,1.62,1.62,https://www.farmaciasmedicity.com/ketorolaco-la-sante-tabletas-sublingual-30-mg-con-4-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco Nifa Tabletas 10mg Caja 10 Unidades,NIFA,medicity,1,0.16,0.16,https://www.farmaciasmedicity.com/ketorolaco-nifa-tabletas-10mg-caja-10-unidades-1/p
Ketorolaco,analgesico_antiinflamatorio,Ketorolaco Nifa Tabletas 20mg Caja 10 Unidades,NIFA,medicity,1,0.64,0.64,https://www.farmaciasmedicity.com/ketorolaco-nifa-tabletas-20mg-caja-10-unidades-1/p
Ketorolaco,analgesico_antiinflamatorio,Nomadol Rapid Comprimidos Sublinguales 20 mg Caja Con 10 Unidades,NOMADOL,medicity,1,0.92,0.92,https://www.farmaciasmedicity.com/nomadol-rapid-comprimidos-sublinguales-20-mg-caja-con-10-unidades/p
Ketorolaco,analgesico_antiinflamatorio,Nomadol Rapid Comprimidos Sublinguales 30mg Caja 10 Unidades,NOMADOL,medicity,1,2.43,2.43,https://www.farmaciasmedicity.com/nomadol-rapid-comprimidos-sublinguales-30mg-caja-10-unidades-1/p
Ketorolaco,analgesico_antiinflamatorio,Proalgan 20mg dyvenpro farma eticos 2 dolor,Proalgan,cruzazul|pharmacys,2,9.49,9.49,https://www.pharmacys.com.ec/proalgan-20mg-dyvenpro-farma-eticos-2-tabletas-recubiertas/p
Ketorolaco,analgesico_antiinflamatorio,Proalgan 60mg dyvenpro farma eticos 2 solución inyectable,Proalgan,cruzazul|pharmacys,2,13.8,13.8,https://www.pharmacys.com.ec/proalgan-60mg-dyvenpro-farma-eticos-2-solucion-inyectable/p
Ketorolaco,analgesico_antiinflamatorio,Proalgan sol-inyx30mg/1mlx3,Proalgan,cruzazul|pharmacys,2,6.9,6.9,https://www.pharmacys.com.ec/proalgan-30mg-dyvenpro-farma-eticos-2-solucion-inyectable/p
Meloxicam,analgesico_antiinflamatorio,Bienex Cápsula Líquida 15 mg Caja 20 Unidades,BIENEX,medicity,1,0.71,0.71,https://www.farmaciasmedicity.com/bienex-capsula-liquida-15-mg-caja-con-20-unidades/p
Meloxicam,analgesico_antiinflamatorio,Bienex Ibp Tabletas Recubiertas 20mg/15mg Caja 10 Unidades,BIENEX,medicity,1,1.34,1.34,https://www.farmaciasmedicity.com/bienex-ibp-tabletas-recubiertas-20mg-15mg-caja-10-unidades-1/p
Meloxicam,analgesico_antiinflamatorio,Dolo-Artrosamin Sobres 1500/15mg Caja 15 Unidades,DOLO-ARTROSAMIN,medicity,1,1.76,1.76,https://www.farmaciasmedicity.com/dolo-artrosamin-sobres-150015mg-caja-con-15-unidades/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg dyvenpro ecuagen tableta,Meloxicam,cruzazul|pharmacys,2,7.0,7.0,https://www.pharmacys.com.ec/meloxicam-15mg-dyvenpro-ecuagen-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg garcos - nifa genericos tableta,Meloxicam,cruzazul|pharmacys,2,6.0,6.0,https://www.pharmacys.com.ec/meloxicam-15mg-garcos-nifa-genericos-tableta/p
Meloxicam,analgesico_antiinflamatorio,Meloxicam 15mg genamerica generico comprimidos,Meloxicam,cruzazul|pharmacys,2,5.2,5.2,https://www.pharmacys.com.ec/meloxicam-15mg-genamerica-generico-comprimidos/p
